"Name","Lifetime","Nationality","Notable.as","Orientation","Sex","Era","Name.old","Partners","Link"
" Basil Hoskins","1929-2005","English","Actor","G","M","AD","Basil Hoskins","0","https://en.wikipedia.org/wiki/Basil_Hoskins"
" Stephen Hough","1961","British","Composer and pianist","G","M","AD","Stephen Hough","0","https://en.wikipedia.org/wiki/Stephen_Hough"
" A E Housman","1859-1936","English","Poet","G","M","AD","A. E. Housman","0","https://en.wikipedia.org/wiki/A_E_Housman"
" Laurence Housman","1865-1959","English","Playwright","G","M","AD","Laurence Housman","0","https://en.wikipedia.org/wiki/Laurence_Housman"
" Charlie Howard","1961-1984","American","Murder victim","G","M","AD","Charlie Howard","0","https://en.wikipedia.org/wiki/Charlie_Howard"
" James Howe","1946","American","Children's author","G","M","AD","James Howe","0","https://en.wikipedia.org/wiki/James_Howe"
" Frankie Howerd","1917-1992","English","Comedian","G","M","AD","Frankie Howerd","Dennis Heymer (1955ñ1992)","https://en.wikipedia.org/wiki/Frankie_Howerd"
" Bent Ha","1971","Norwegian","Politician","G","M","AD","Bent H√∏ie","0","0"
" David Hoyle","1962","English","Performance artist","G","M","AD","David Hoyle","0","https://en.wikipedia.org/wiki/David_Hoyle"
" Rock Hudson","1925-1985","American","Actor","G","M","AD","Rock Hudson","Phyllis Gates (m.†1955ñ58) (divorced)","https://en.wikipedia.org/wiki/Rock_Hudson"
" Waymon Hudson","1979","American","LGBT activist, writer","G","M","AD","Waymon Hudson","0","https://en.wikipedia.org/wiki/Waymon_Hudson"
" Tanya Huff","1957","Canadian","Writer","L","F","AD","Tanya Huff","0","https://en.wikipedia.org/wiki/Tanya_Huff"
" Michael Huffington","1947","American","Politician, activist","B","M","AD","Michael Huffington","Arianna Huffington (m.1986ñdiv.1997)","https://en.wikipedia.org/wiki/Michael_Huffington"
" Huffty","†","British","Television presenter","L","F","AD","Huffty","0","https://en.wikipedia.org/wiki/Huffty"
" Sarah Huffman","1984","American","Former soccer player","L","F","AD","Sarah Huffman","0","https://en.wikipedia.org/wiki/Sarah_Huffman"
" Chris Hughes","1983","American","Entrepreneur, co-founder of Facebook","G","M","AD","Chris Hughes","Sean Eldridge (m.†2012)","https://en.wikipedia.org/wiki/Chris_Hughes"
" Gareth Hughes","1894-1965","Welsh","Silent film actor","G","M","AD","Gareth Hughes","0","https://en.wikipedia.org/wiki/Gareth_Hughes"
" Langston Hughes","1902-1967","American","Writer","G","M","AD","Langston Hughes","0","https://en.wikipedia.org/wiki/Langston_Hughes"
" Simon Hughes","1951","British","Politician","B","M","AD","Simon Hughes","0","https://en.wikipedia.org/wiki/Simon_Hughes"
" Emperor Hui of Han","210-188","Chinese (Han Dynasty)","Head of state","B","M","BC","Emperor Hui of Han","0","0"
" Tom Hulce","1953","American","Actor","G","M","AD","Tom Hulce","0","https://en.wikipedia.org/wiki/Tom_Hulce"
" Karen Hultzer","1956","South African","Archer","L","F","AD","Karen Hultzer","0","https://en.wikipedia.org/wiki/Karen_Hultzer"
" Laud Humphreys","1930-1988","American","Sociologist, writer, priest","G","M","AD","Laud Humphreys","0","https://en.wikipedia.org/wiki/Laud_Humphreys"
" Mia Hundvin","1977","Norwegian","Olympic handball player","B","F","AD","Mia Hundvin","0","https://en.wikipedia.org/wiki/Mia_Hundvin"
" Jerry Hunt","1943-1993","American","20th century classical composer","G","M","AD","Jerry Hunt","0","https://en.wikipedia.org/wiki/Jerry_Hunt"
" J Timothy Hunt","1955","American","Journalist and writer","G","M","AD","J. Timothy Hunt","0","0"
" Linda Hunt","1945","American","Actor","L","F","AD","Linda Hunt","Karen Klein (m. 2008)[1]","https://en.wikipedia.org/wiki/Linda_Hunt"
" Alberta Hunter","1895-1984","American","Blues musician","B","F","AD","Alberta Hunter","0","https://en.wikipedia.org/wiki/Alberta_Hunter"
" Dennis Hunter","†","American","Writer","G","M","AD","Dennis Hunter","0","https://en.wikipedia.org/wiki/Dennis_Hunter"
" Ian Hunter","1960","Australian","Politician","G","M","AD","Ian Hunter","0","https://en.wikipedia.org/wiki/Ian_Hunter"
" Tab Hunter","1931","American","Actor","G","M","AD","Tab Hunter","Allan Glaser (1983ñpresent)[1]","https://en.wikipedia.org/wiki/Tab_Hunter"
" Huo Guang","-68","Chinese (Han Dynasty)","Statesman","B","M","BC","Huo Guang","Lady Dongl¸
Lady Xian","https://en.wikipedia.org/wiki/Huo_Guang"
" William Hutt","1920-2007","Canadian","Actor","G","M","AD","William Hutt","0","https://en.wikipedia.org/wiki/William_Hutt"
" Kate Hutton","†","American","Seismologist","L","F","AD","Kate Hutton","0","https://en.wikipedia.org/wiki/Kate_Hutton"
" Chris Hyndman","1966-2015","Canadian","Interior designer and talk show host","G","M","AD","Chris Hyndman","Steven Sabados (m.†2008ñ15)","https://en.wikipedia.org/wiki/Chris_Hyndman"
" Anton Hysen","1990","Swedish","Footballer","G","M","AD","Anton Hys√©n","0","https://en.wikipedia.org/wiki/Anton_Hysen"
" Nicholas Hytner","1956","English","Stage and screen director","G","M","AD","Nicholas Hytner","0","https://en.wikipedia.org/wiki/Nicholas_Hytner"
" Paul Iacono","1988","American","Actor","G","M","AD","Paul Iacono","0","https://en.wikipedia.org/wiki/Paul_Iacono"
" Janis Ian","1951","American","Folk musician","L","F","AD","Janis Ian","0","https://en.wikipedia.org/wiki/Janis_Ian"
" Witi Ihimaera","1944","New Zealand","Author","G","M","AD","Witi Ihimaera","0","https://en.wikipedia.org/wiki/Witi_Ihimaera"
" William Inge","1913-1973","American","Playwright, novelist","G","M","AD","William Inge","0","https://en.wikipedia.org/wiki/William_Inge"
" Per Imerslund","1912-1943","Norwegian","Nazi socialist soldier, writer","G","M","AD","Per Imerslund","0","https://en.wikipedia.org/wiki/Per_Imerslund"
" John Inman","1935-2007","English","Actor","G","M","AD","John Inman","Ron Lynch (1972ñ2007)","https://en.wikipedia.org/wiki/John_Inman"
" Daniela Iraschko Stolz","1983","Austrian","Ski jumper","L","F","AD","Daniela Iraschko-Stolz","0","0"
" Doug Ireland","1946","American","Journalist, blogger","G","M","AD","Doug Ireland","0","https://en.wikipedia.org/wiki/Doug_Ireland"
" Jim Ireton","†","American","Politician","G","M","AD","Jim Ireton","0","https://en.wikipedia.org/wiki/Jim_Ireton"
" Evelyn Irons","1900-2000","Scottish","Journalist","L","F","AD","Evelyn Irons","0","https://en.wikipedia.org/wiki/Evelyn_Irons"
" Han Isacson","1958-2002","Swedish","Intelligence agent","G","M","AD","H√•kan Isacson","0","0"
" Richard Isay","1934","American","Author, psychiatrist","G","M","AD","Richard Isay","Gordon Harrell","https://en.wikipedia.org/wiki/Richard_Isay"
" Sharon Isbin","1956","American","Classical musician","L","F","AD","Sharon Isbin","0","https://en.wikipedia.org/wiki/Sharon_Isbin"
" Taiga Ishikawa","1974","Japanese","Politician, activist","G","M","AD","Taiga Ishikawa","0","https://en.wikipedia.org/wiki/Taiga_Ishikawa"
" Sam Irvin","1956","American","Director","G","M","AD","Sam Irvin","0","https://en.wikipedia.org/wiki/Sam_Irvin"
" Elisabeth Irwin","1880-1942","American","Educator, psychologist, reformer","L","F","AD","Elisabeth Irwin","0","https://en.wikipedia.org/wiki/Elisabeth_Irwin"
" Christopher Isherwood","1904-1986","English","Author","G","M","AD","Christopher Isherwood","Heinz Neddermeyer (1932ñ37)Don Bachardy (1953ñ86)","https://en.wikipedia.org/wiki/Christopher_Isherwood"
" Arturo Islas","1938-1991","American","Academic","G","M","AD","Arturo Islas","0","https://en.wikipedia.org/wiki/Arturo_Islas"
" Maja Ivarsson","1979","Swedish","Rock musician (The Sounds)","B","M","AD","Maja Ivarsson","0","https://en.wikipedia.org/wiki/Maja_Ivarsson"
" George Cecil Ives","1867-1950","British","Poet, writer, penal reformer, gay rights campaigner","G","M","AD","George Cecil Ives","0","https://en.wikipedia.org/wiki/George_Cecil_Ives"
" James Ivory","1928","American","Filmmaker","G","M","AD","James Ivory","0","https://en.wikipedia.org/wiki/James_Ivory"
" Harish Iyer","1979","Indian","activist","G","M","AD","Harish Iyer","0","https://en.wikipedia.org/wiki/Harish_Iyer"
" Boris Izaguirre","1965","Venezuelan","Writer","G","M","AD","Boris Izaguirre","0","https://en.wikipedia.org/wiki/Boris_Izaguirre"
" Jessie J","1988","English","Singer-songwriter","B","F","AD","Jessie J","0","https://en.wikipedia.org/wiki/Jessie_J"
" Paul Jabara","1948-1992","American","Actor, singer-songwriter","G","M","AD","Paul Jabara","0","https://en.wikipedia.org/wiki/Paul_Jabara"
" Max Jacob","1876-1944","French","Poet, painter, writer, critic","G","M","AD","Max Jacob","0","https://en.wikipedia.org/wiki/Max_Jacob"
" Sir Derek Jacobi","1938","English","Actor, director","G","M","AD","Sir Derek Jacobi","Richard Clifford (1979ñpresent)","https://en.wikipedia.org/wiki/Sir_Derek_Jacobi"
" Helen Jacobs","1908-1997","American","Professional tennis player","L","F","AD","Helen Jacobs","0","https://en.wikipedia.org/wiki/Helen_Jacobs"
" Marc Jacobs","1963","American","Fashion designer","G","M","AD","Marc Jacobs","0","https://en.wikipedia.org/wiki/Marc_Jacobs"
" Cheyenne Jackson","1975","American","Actor","G","M","AD","Cheyenne Jackson","Monte Lapka (m.†2011; div.†2013)Jason Landau (m.†2014)","https://en.wikipedia.org/wiki/Cheyenne_Jackson"
" Jill Jackson","1980","Scottish","Singer-songwriter","L","F","AD","Jill Jackson","0","https://en.wikipedia.org/wiki/Jill_Jackson"
" Cheryl Jacques","1962","United States","Politician, LGBT rights activist","L","F","AD","Cheryl Jacques","0","https://en.wikipedia.org/wiki/Cheryl_Jacques"
" Hans Henny Jahnn","1894-1959","German","Playwright, novelist","B","M","AD","Hans Henny Jahnn","0","https://en.wikipedia.org/wiki/Hans_Henny_Jahnn"
" Afdhere Jama","1978","Somalian","Writer","G","M","AD","Afdhere Jama","0","https://en.wikipedia.org/wiki/Afdhere_Jama"
" Aiden James","1982","American","Singer-songwriter","G","M","AD","Aiden James","0","https://en.wikipedia.org/wiki/Aiden_James"
" Duncan James","1979","English","Singer, Songwriter","B","M","AD","Duncan James","0","https://en.wikipedia.org/wiki/Duncan_James"
" Jeremy James","1978","American","Singer/songwriter","G","M","AD","Jeremy James","0","https://en.wikipedia.org/wiki/Jeremy_James"
" Margot James","1958","English","Politician, entrepreneur","L","F","AD","Margot James","Jay Hunt","https://en.wikipedia.org/wiki/Margot_James"
" Sylvester James","1948-1988","American","Musician and drag artiste","G","M","AD","Sylvester James","0","https://en.wikipedia.org/wiki/Sylvester_James"
" Jesse Jane","1980","American","Porn star","B","F","AD","Jesse Jane","Rick Patrick (2005 - 2012)[6]","https://en.wikipedia.org/wiki/Jesse_Jane"
" Claude Janiak","1948","Swiss","Politician","G","M","AD","Claude Janiak","0","https://en.wikipedia.org/wiki/Claude_Janiak"
" Tove Jansson","1914-2001","Finnish","Author","L","F","AD","Tove Jansson","Tuulikki Pietil‰","https://en.wikipedia.org/wiki/Tove_Jansson"
" Derek Jarman","1942-1994","English","Film director","G","M","AD","Derek Jarman","Keith Collins (1987ñ94)[4]","https://en.wikipedia.org/wiki/Derek_Jarman"
" Alfred Jarry","1873-1907","French","Playwright","G","M","AD","Alfred Jarry","0","https://en.wikipedia.org/wiki/Alfred_Jarry"
" Karla Jay","1947","American","Professor, LGBT rights activist","L","F","AD","Karla Jay","0","https://en.wikipedia.org/wiki/Karla_Jay"
" Lorri Jean","†","American","LGBT rights activist","L","F","AD","Lorri Jean","0","https://en.wikipedia.org/wiki/Lorri_Jean"
" Walter Jenkins","1918-1985","American","special assistant to U.S. President Lyndon B. Johnson","B","M","AD","Walter Jenkins","Helen Marjorie Whitehill","https://en.wikipedia.org/wiki/Walter_Jenkins"
" Shyla Jennings","1989","American","Porn Star","B","F","AD","Shyla Jennings","0","https://en.wikipedia.org/wiki/Shyla_Jennings"
" Drake Jensen","1970","Canadian","country singer-songwriter","G","M","AD","Drake Jensen","0","https://en.wikipedia.org/wiki/Drake_Jensen"
" Christian Jessen","1977","British","Medical doctor and Television presenter.","G","M","AD","Christian Jessen","Rogerio Barreto","https://en.wikipedia.org/wiki/Christian_Jessen"
" Michael Jeter","1952-2003","American","Actor","G","M","AD","Michael Jeter","Sean Blue (1995ñ2003)","https://en.wikipedia.org/wiki/Michael_Jeter"
" Geri Jewell","1956","American","Actor and Comedian","L","F","AD","Geri Jewell","Richard Pimentel, (1992-separated1999 , divorced -2002)","https://en.wikipedia.org/wiki/Geri_Jewell"
" Sarah Orne Jewett","1849-1909","American","Author","L","F","AD","Sarah Orne Jewett","0","https://en.wikipedia.org/wiki/Sarah_Orne_Jewett"
" Barbara Jezer ≈ek","1986","Slovenian","Skier","L","F","AD","Barbara Jezer≈°ek","0","0"
" Patria Jimenez","1957","Mexican","Politician, first openly lesbian member of the Congress of Mexico","L","F","AD","Patria Jim√©nez","0","https://en.wikipedia.org/wiki/Patria_Jimenez"
" Phil Jimenez","1970","American","Comic artist","G","M","AD","Phil Jimenez","0","https://en.wikipedia.org/wiki/Phil_Jimenez"
" Emperor Jing of Han","188-141","Chinese (Han Dynasty)","Head of state","B","M","BC","Emperor Jing of Han","0","0"
" Laurie Jinkins","†","American","Politician","L","F","AD","Laurie Jinkins","Laura Wulf","https://en.wikipedia.org/wiki/Laurie_Jinkins"
" Peter Joback","1971","Swedish","Singer","G","M","AD","Peter J√∂back","0","https://en.wikipedia.org/wiki/Peter_Joback"
" Jobriath","1946-1983","American","Rock musician","G","M","AD","Jobriath","0","https://en.wikipedia.org/wiki/Jobriath"
" Percy Jocelyn","1764-1842","Irish","Anglican Bishop of Clogher","G","M","AD","Percy Jocelyn","0","https://en.wikipedia.org/wiki/Percy_Jocelyn"
" Edmund John","1883-1917","English","Uranian poet","G","M","AD","Edmund John","0","https://en.wikipedia.org/wiki/Edmund_John"
" Elton John","1947","English","Musician","G","M","AD","Elton John","0","https://en.wikipedia.org/wiki/Elton_John"
" Jeffrey John","1953","English","Anglican priest","G","M","AD","Jeffrey John","Grant Holmes","https://en.wikipedia.org/wiki/Jeffrey_John"
" Jasper Johns","1930","American","Artist","G","M","AD","Jasper Johns","0","https://en.wikipedia.org/wiki/Jasper_Johns"
" Christine Johnson","1968","American","Politician","L","F","AD","Christine Johnson","0","https://en.wikipedia.org/wiki/Christine_Johnson"
" Craig Johnson","†","American","Film director, screenwriter","G","M","AD","Craig Johnson","0","https://en.wikipedia.org/wiki/Craig_Johnson"
" Darren Johnson","1966","English","Politician","G","M","AD","Darren Johnson","Dean Walton","https://en.wikipedia.org/wiki/Darren_Johnson"
" Fenton Johnson","1954","American","Author","G","M","AD","Fenton Johnson","0","https://en.wikipedia.org/wiki/Fenton_Johnson"
" Glory Johnson","1990","American","Basketball player","L","F","AD","Glory Johnson","0","https://en.wikipedia.org/wiki/Glory_Johnson"
" Holly Johnson","1960","English","Musician","G","M","AD","Holly Johnson","0","https://en.wikipedia.org/wiki/Holly_Johnson"
" Lionel Johnson","1867-1902","English","Poet","G","M","AD","Lionel Johnson","0","https://en.wikipedia.org/wiki/Lionel_Johnson"
" Philip Johnson","1906-2005","American","Architect","G","M","AD","Philip Johnson","0","https://en.wikipedia.org/wiki/Philip_Johnson"
" Sonia Johnson","1936","American","Feminist activist and writer","L","F","AD","Sonia Johnson","Rick Johnson (divorced)","https://en.wikipedia.org/wiki/Sonia_Johnson"
" Frances Benjamin Johnston","1864-1952","American","Photographer","L","F","AD","Frances Benjamin Johnston","0","https://en.wikipedia.org/wiki/Frances_Benjamin_Johnston"
" Justine Joli","1980","American","Porn Star","B","F","AD","Justine Joli","0","https://en.wikipedia.org/wiki/Justine_Joli"
" Angelina Jolie","1975","American","Actor","B","F","AD","Angelina Jolie","Jonny Lee Miller (m.†1996; div.†1999)
Billy Bob Thornton (m.†2000; div.†2003)
Brad Pitt (m.†2014)","https://en.wikipedia.org/wiki/Angelina_Jolie"
" Aled Haydn Jones","1976","Welsh","Radio DJ","G","M","AD","Aled Haydn Jones","0","https://en.wikipedia.org/wiki/Aled_Haydn_Jones"
" Bill T Jones","1952","American","Dancer, choreographer","G","M","AD","Bill T. Jones","0","0"
" Cherry Jones","1956","American","Actor","L","F","AD","Cherry Jones","Sophie Huber (m.†2015)","https://en.wikipedia.org/wiki/Cherry_Jones"
" Cleve Jones","1954","American","Activist","G","M","AD","Cleve Jones","0","https://en.wikipedia.org/wiki/Cleve_Jones"
" G B Jones","1965","Canadian","Artist, filmmaker","B","M","AD","G. B. Jones","0","https://en.wikipedia.org/wiki/G_B_Jones"
" Mike Jones","1957","American","Personal trainer and former male prostitute","G","M","AD","Mike Jones","0","https://en.wikipedia.org/wiki/Mike_Jones"
" Randy Jones","1952","American","Musician (Village People)","G","M","AD","Randy Jones","0","https://en.wikipedia.org/wiki/Randy_Jones"
" Rosie Jones","1959","American","Golfer","L","F","AD","Rosie Jones","Carrie Sexton[1]","https://en.wikipedia.org/wiki/Rosie_Jones"
" Wolfgang Joop","1944","German","Fashion Designer","B","M","AD","Wolfgang Joop","0","https://en.wikipedia.org/wiki/Wolfgang_Joop"
" Janis Joplin","1943-1970","American","Singer","B","F","AD","Janis Joplin","0","https://en.wikipedia.org/wiki/Janis_Joplin"
" Barbara Jordan","1936-1996","American","U.S. Representative from Texas","L","F","AD","Barbara Jordan","Nancy Earl (late 1960sñ1996)","https://en.wikipedia.org/wiki/Barbara_Jordan"
" Leslie Jordan","1955","American","Actor","G","M","AD","Leslie Jordan","0","https://en.wikipedia.org/wiki/Leslie_Jordan"
" Orlando Jordan","1980","American","Professional wrestler","B","M","AD","Orlando Jordan","0","https://en.wikipedia.org/wiki/Orlando_Jordan"
" Marcel Jouhandeau","1888-1979","French","Writer","G","M","AD","Marcel Jouhandeau","0","https://en.wikipedia.org/wiki/Marcel_Jouhandeau"
" Mychal F Judge","1933-2001","American","Franciscan priest, FDNY chaplain, ""Saint of 9/11"".","G","M","AD","Mychal F. Judge","0","0"
" Rafe Judkins","1983","American","Reality show contestant","G","M","AD","Rafe Judkins","0","https://en.wikipedia.org/wiki/Rafe_Judkins"
" Isaac Julien","1960","English","Installation artist, filmmaker, director","G","M","AD","Isaac Julien","0","https://en.wikipedia.org/wiki/Isaac_Julien"
" Miranda July","1974","American","Performance artist, filmmaker, writer","B","F","AD","Miranda July","Mike Mills (2009-present)","https://en.wikipedia.org/wiki/Miranda_July"
" Sabine Jaer","1973","German","Politician","L","F","AD","Sabine J√ºnger","0","0"
" Jolie Justus","1971","American","Politician","L","F","AD","Jolie Justus","0","https://en.wikipedia.org/wiki/Jolie_Justus"
" Claude Jutra","1930-1986","Canadian","Film-maker","G","M","AD","Claude Jutra","0","https://en.wikipedia.org/wiki/Claude_Jutra"
" Patrick Juvet","1950","Swiss","Singer","B","M","AD","Patrick Juvet","0","https://en.wikipedia.org/wiki/Patrick_Juvet"
" Joshua Kadison","1963","American","Pop musician","B","M","AD","Joshua Kadison","0","https://en.wikipedia.org/wiki/Joshua_Kadison"
" Frida Kahlo","1907-1954","Mexican","Painter, artist","B","F","AD","Frida Kahlo","0","https://en.wikipedia.org/wiki/Frida_Kahlo"
" Johannes Kahrs","1963","German","Politician","G","M","AD","Johannes Kahrs","0","https://en.wikipedia.org/wiki/Johannes_Kahrs"
" Hilda Kakoski","1864-1912","Finnish","Politician, writer","L","F","AD","Hilda K√§kikoski","0","0"
" Chester Kallman","1921-1975","American","Poet","G","M","AD","Chester Kallman","0","https://en.wikipedia.org/wiki/Chester_Kallman"
" Frank Kameny","1925","American","LGBT activist","G","M","AD","Frank Kameny","0","https://en.wikipedia.org/wiki/Frank_Kameny"
" Candye Kane","1965","American","Musician and former porn star","B","F","AD","Candye Kane","0","https://en.wikipedia.org/wiki/Candye_Kane"
" Chris Kanyon","1970-2010","American","Professional wrestler","G","M","AD","Chris Kanyon","0","https://en.wikipedia.org/wiki/Chris_Kanyon"
" Rebecca Kaplan","1970","American","Politician","B","F","AD","Rebecca Kaplan","0","https://en.wikipedia.org/wiki/Rebecca_Kaplan"
" Roberta A Kaplan","1966","American","Litigator","L","F","AD","Roberta A. Kaplan","0","0"
" Pamela S Karlan","1959","American","Professor of Law","L","F","AD","Pamela S. Karlan","0","0"
" Peter Karlsson","1966-1995","Swedish","Ice hockey player","G","M","AD","Peter Karlsson","0","https://en.wikipedia.org/wiki/Peter_Karlsson"
" Roger Karoutchi","1951","French","Politician","G","M","AD","Roger Karoutchi","0","https://en.wikipedia.org/wiki/Roger_Karoutchi"
" David Kato","1964-2011","Ugandan","LGBT rights activist","G","M","AD","David Kato","0","https://en.wikipedia.org/wiki/David_Kato"
" Carl Katter","1978","Australian","LGBT rights activist, politician","G","M","AD","Carl Katter","0","https://en.wikipedia.org/wiki/Carl_Katter"
" Michael Kauch","1967","German","Politician","G","M","AD","Michael Kauch","0","https://en.wikipedia.org/wiki/Michael_Kauch"
" Moises Kaufman","1963","Venezuelan","Playwright, director","G","M","AD","Mois√©s Kaufman","0","https://en.wikipedia.org/wiki/Moises_Kaufman"
" Christine Kaufmann","1951","American","Politician","L","F","AD","Christine Kaufmann","Tony Curtis (m.†1963; div.†1968)","https://en.wikipedia.org/wiki/Christine_Kaufmann"
" Ashok Row Kavi","1947","Indian","Writer, theologian","G","M","AD","Ashok Row Kavi","0","https://en.wikipedia.org/wiki/Ashok_Row_Kavi"
" Jackie Kay","1961","Scottish","Writer","L","F","AD","Jackie Kay","0","https://en.wikipedia.org/wiki/Jackie_Kay"
" Gorden Kaye","1941","English","Actor","G","M","AD","Gorden Kaye","0","https://en.wikipedia.org/wiki/Gorden_Kaye"
" Joe Keenan","1958","American","Screenwriter, TV producer, novelist","G","M","AD","Joe Keenan","0","https://en.wikipedia.org/wiki/Joe_Keenan"
" Tommy Keene","1957","American","Rock musician","G","M","AD","Tommy Keene","0","https://en.wikipedia.org/wiki/Tommy_Keene"
" Christine Kehoe","1950","American","Politician","L","F","AD","Christine Kehoe","0","https://en.wikipedia.org/wiki/Christine_Kehoe"
" Micah Kellner","1978","American","Politician","B","M","AD","Micah Kellner","0","https://en.wikipedia.org/wiki/Micah_Kellner"
" Clinton Kelly","1969","American","TV personality","G","M","AD","Clinton Kelly","0","https://en.wikipedia.org/wiki/Clinton_Kelly"
" George Edward Kelly","1887-1974","American","Playwright, director, actor","G","M","AD","George Edward Kelly","William Weagley","https://en.wikipedia.org/wiki/George_Edward_Kelly"
" Johan Kenkhuis","1980","Dutch","Olympic swimmer","G","M","AD","Johan Kenkhuis","0","https://en.wikipedia.org/wiki/Johan_Kenkhuis"
" Brian Kennedy","-1991","British","Journalist","G","M","AD","Brian Kennedy","0","https://en.wikipedia.org/wiki/Brian_Kennedy"
" Brian Kennedy","1966","Irish","Rock musician","G","M","AD","Brian Kennedy","0","https://en.wikipedia.org/wiki/Brian_Kennedy"
" Helen Kennedy","1958","Canadian","Politician, activist","L","F","AD","Helen Kennedy","0","https://en.wikipedia.org/wiki/Helen_Kennedy"
" Sean W Kennedy","1987-2007","American","Murder victim","G","M","AD","Sean W. Kennedy","0","0"
" Jack Kenny","1958","American","Television writer, producer","G","M","AD","Jack Kenny","0","https://en.wikipedia.org/wiki/Jack_Kenny"
" Hape Kerkeling","1964","German","Television comdian and producer","G","M","AD","Hape Kerkeling","0","https://en.wikipedia.org/wiki/Hape_Kerkeling"
" Johannes Kerkorrel","1960-2002","Afrikaner","Pop musician","G","M","AD","Johannes Kerkorrel","0","https://en.wikipedia.org/wiki/Johannes_Kerkorrel"
" Keith Kerr","1936","American","Colonel","G","M","AD","Keith Kerr","0","https://en.wikipedia.org/wiki/Keith_Kerr"
" J Warren Kerrigan","1879-1947","American","Actor","G","M","AD","J. Warren Kerrigan","0","0"
" Larry Kert","1930-1991","American","Actor, singer","G","M","AD","Larry Kert","0","https://en.wikipedia.org/wiki/Larry_Kert"
" Kesha","1987","American","Singer-songwriter","B","F","AD","Kesha","0","https://en.wikipedia.org/wiki/Kesha"
" Maya Keyes","1985","American","Political activist","L","F","AD","Maya Keyes","0","https://en.wikipedia.org/wiki/Maya_Keyes"
" John Maynard Keynes","1883-1946","British","Economist","G","M","AD","John Maynard Keynes","0","https://en.wikipedia.org/wiki/John_Maynard_Keynes"
" El Farouk Khaki","1963","Canadian","Lawyer and activist","G","M","AD","El-Farouk Khaki","0","https://en.wikipedia.org/wiki/El_Farouk_Khaki"
" Chip Kidd","1964","American","Graphic designer","G","M","AD","Chip Kidd","0","https://en.wikipedia.org/wiki/Chip_Kidd"
" Saleem Kidwai","1951","Indian","Author","G","M","AD","Saleem Kidwai","0","https://en.wikipedia.org/wiki/Saleem_Kidwai"
" Caitla R Kiernan","1964","American","Author","L","F","AD","Caitl√≠n R. Kiernan","0","0"
" Kim Jihoo","1985-2008","South Korean","Actor and model","G","M","AD","Kim Ji-hoo","0","0"
" Bernard King","1934-2002","Australian","Television personality","G","M","AD","Bernard King","0","https://en.wikipedia.org/wiki/Bernard_King"
" Billie Jean King","1943","American","Tennis player","B","M","AD","Billie Jean King","0","https://en.wikipedia.org/wiki/Billie_Jean_King"
" Florence King","1936","American","Writer","B","F","AD","Florence King","0","https://en.wikipedia.org/wiki/Florence_King"
" Kaki King","1979","American","Rock and jazz musician","L","F","AD","Kaki King","0","https://en.wikipedia.org/wiki/Kaki_King"
" Michael Patrick King","1954","American","Director, screenwriter","G","M","AD","Michael Patrick King","0","https://en.wikipedia.org/wiki/Michael_Patrick_King"
" Solomon King","1932-2005","American","Pop musician","G","M","AD","Solomon King","0","https://en.wikipedia.org/wiki/Solomon_King"
" Andrew Kinlochan","1978","English","Pop musician","G","M","AD","Andrew Kinlochan","0","https://en.wikipedia.org/wiki/Andrew_Kinlochan"
" Alfred Kinsey","1894-1956","American","Biologist, human sexuality researcher","B","M","AD","Alfred Kinsey","0","https://en.wikipedia.org/wiki/Alfred_Kinsey"
" Gary Kinsman","1955","Canadian","Sociologist","G","M","AD","Gary Kinsman","0","https://en.wikipedia.org/wiki/Gary_Kinsman"
" Michael Kirby","1939","Australian","Justice of the High Court of Australia","G","M","AD","Michael Kirby","0","https://en.wikipedia.org/wiki/Michael_Kirby"
" Robert Kirby","1962","American","Cartoonist","G","M","AD","Robert Kirby","0","https://en.wikipedia.org/wiki/Robert_Kirby"
" Kris Kirk","1950-1993","English","Journalist, gay rights activist","G","M","AD","Kris Kirk","0","https://en.wikipedia.org/wiki/Kris_Kirk"
" Tommy Kirk","1941","American","Actor","G","M","AD","Tommy Kirk","0","https://en.wikipedia.org/wiki/Tommy_Kirk"
" Tim Kirkman","1966","American","Filmmaker","G","M","AD","Tim Kirkman","0","https://en.wikipedia.org/wiki/Tim_Kirkman"
" James Kirkwood Jr","1925-1989","American","Playwright, author","G","M","AD","James Kirkwood, Jr.","0","0"
" Rives Kistler","1949","American","Judge","G","M","AD","Rives Kistler","0","https://en.wikipedia.org/wiki/Rives_Kistler"
" Jeffrey Klarik","†","American","Writer, producer","G","M","AD","Jeffrey Klarik","0","https://en.wikipedia.org/wiki/Jeffrey_Klarik"
" Hans Klok","1969","Dutch","Illusionist","G","M","AD","Hans Klok","0","https://en.wikipedia.org/wiki/Hans_Klok"
" Ilana Kloss","1956","South African","Tennis player","L","F","AD","Ilana Kloss","0","https://en.wikipedia.org/wiki/Ilana_Kloss"
" Nikolai Klyuev","1884-1937","Russian","Poet","G","M","AD","Nikolai Klyuev","0","https://en.wikipedia.org/wiki/Nikolai_Klyuev"
" Steve Kmetko","1953","American","Broadcast journalist","G","M","AD","Steve Kmetko","0","https://en.wikipedia.org/wiki/Steve_Kmetko"
" Jennifer Knapp","1974","American","Musician","L","F","AD","Jennifer Knapp","0","https://en.wikipedia.org/wiki/Jennifer_Knapp"
" Jonathan Knight","1968","American","Musician","G","M","AD","Jonathan Knight","0","https://en.wikipedia.org/wiki/Jonathan_Knight"
