Name,Lifetime,Nationality,Notable.as,Orientation,Sex,Era,Name.old,Partners,Link
 Lance Loud,1951-2001,American,"Reality television star, rock musician",G,M,AD,Lance Loud,NA,https://en.wikipedia.org/wiki/Lance_Loud
 Greg Louganis,1960,American,Olympic high-diver,G,M,AD,Greg Louganis,NA,https://en.wikipedia.org/wiki/Greg_Louganis
 Cindi Love,�,American,"Christian minister, activist",L,F,AD,Cindi Love,NA,https://en.wikipedia.org/wiki/Cindi_Love
 Kermit Love,1916-2008,American,"Costume designer, Muppet designer/builder",G,M,AD,Kermit Love,NA,https://en.wikipedia.org/wiki/Kermit_Love
 Lowell,�,Canadian,Electropop singer-songwriter,B,F,AD,Lowell,NA,https://en.wikipedia.org/wiki/Lowell
 Sharon Lubinski,�,American,United States Marshal,L,F,AD,Sharon Lubinski,NA,https://en.wikipedia.org/wiki/Sharon_Lubinski
 Craig Lucas,1951,American,"Playwright, theatre and film director",G,M,AD,Craig Lucas,NA,https://en.wikipedia.org/wiki/Craig_Lucas
 Matt Lucas,1974,British,"Comedian, actor, writer",G,M,AD,Matt Lucas,NA,https://en.wikipedia.org/wiki/Matt_Lucas
 Ludwig I of Bavaria,1845-1886,German/Bavarian,King of Bavaria,G,M,AD,Ludwig II of Bavaria,NA,0
 Jean Baptiste Lully,1632-1687,French,Classical composer,B,M,AD,Jean-Baptiste Lully,NA,https://en.wikipedia.org/wiki/Jean_Baptiste_Lully
 Ulrike Lunacek,1957,Austrian,Politician,L,F,AD,Ulrike Lunacek,NA,https://en.wikipedia.org/wiki/Ulrike_Lunacek
 Lydia Lunch,1959,American,"Rock musician, poet, writer, actress",B,F,AD,Lydia Lunch,NA,https://en.wikipedia.org/wiki/Lydia_Lunch
 Mark Lund,1965,American,"Writer, figure skating analyst",G,M,AD,Mark Lund,NA,https://en.wikipedia.org/wiki/Mark_Lund
 Andreas Lundstedt,1972,Swedish,Pop musician (Alcazar),G,M,AD,Andreas Lundstedt,NA,https://en.wikipedia.org/wiki/Andreas_Lundstedt
 Michael Lupo,1953-1995,Italian,Serial killer,G,M,AD,Michael Lupo,NA,https://en.wikipedia.org/wiki/Michael_Lupo
 Carmen Luvana,1981,American,Porn star,B,F,AD,Carmen Luvana,NA,https://en.wikipedia.org/wiki/Carmen_Luvana
 Alfred Lynch,1931-2003,British,Actor,G,M,AD,Alfred Lynch,NA,https://en.wikipedia.org/wiki/Alfred_Lynch
 Jane Lynch,1960,American,Actor,L,F,AD,Jane Lynch,NA,https://en.wikipedia.org/wiki/Jane_Lynch
 Laurie Lynd,1959,Canadian,Film and television director,G,M,AD,Laurie Lynd,NA,https://en.wikipedia.org/wiki/Laurie_Lynd
 Paul Lynde,1926-1982,American,"Actor, game show personality",G,M,AD,Paul Lynde,NA,https://en.wikipedia.org/wiki/Paul_Lynde
 Maas Cheryl,1984,Dutch,Snowboarder,L,F,AD,"Maas, CherylCheryl Maas",NA,https://en.wikipedia.org/wiki/Cheryl_Maas
 Mac Donald Ann Marie,1958,Canadian,"Playwright, novelist, journalist",L,F,AD,"MacDonald, Ann-MarieAnn-Marie MacDonald",NA,0
 Macfarlane Luke,1980,Canadian,Actor,G,M,AD,"Macfarlane, LukeLuke Macfarlane",NA,https://en.wikipedia.org/wiki/Luke_Macfarlane
 Mac Grath Ryan,,Canadian,"Musician, painter",G,M,AD,"MacGrath, RyanRyan MacGrath",NA,0
 Machado Eduardo,1953,Cuban,Playwright,G,M,AD,"Machado, EduardoEduardo Machado",NA,https://en.wikipedia.org/wiki/Eduardo_Machado
 Mac Innes Colin,1914-1976,English,Writer,G,M,AD,"MacInnes, ColinColin MacInnes",NA,0
 Mac Isaac Ashley,1975,Canadian,Fiddler,G,M,AD,"MacIsaac, AshleyAshley MacIsaac",NA,0
 Mac Ivor Daniel,1962,Canadian,"Actor, playwright, director",G,M,AD,"MacIvor, DanielDaniel MacIvor",NA,0
 Mac Kenna Kenneth,1899-1962,American,"Actor, director",B,M,AD,"MacKenna, KennethKenneth MacKenna",NA,0
 Mackenroth Jack,1969,American,Fashion designer,G,M,AD,"Mackenroth, JackJack Mackenroth",NA,https://en.wikipedia.org/wiki/Jack_Mackenroth
 Mackintosh Cameron,1946,British,Theatrical producer,G,M,AD,"Mackintosh, CameronCameron Mackintosh",NA,https://en.wikipedia.org/wiki/Cameron_Mackintosh
 Maddow Rachel,1973,American,Radio/Television host,L,F,AD,"Maddow, RachelRachel Maddow",NA,https://en.wikipedia.org/wiki/Rachel_Maddow
 Magill Ronald,1920-2007,English,Actor,G,M,AD,"Magill, RonaldRonald Magill",NA,https://en.wikipedia.org/wiki/Ronald_Magill
 Mah Leslie,1964,American,"Punk rock musician (Anti-Scrunti Faction, Tribe 8)",L,F,AD,"Mah, LeslieLeslie Mah",NA,https://en.wikipedia.org/wiki/Leslie_Mah
 Maher Sean,1975,American,Actor,G,M,AD,"Maher, SeanSean Maher",NA,https://en.wikipedia.org/wiki/Sean_Maher
 Mahmud of Ghazni,971-1030,Afghan/Ghaznavi,Sultan of Ghaznavid Empire in eastern Iran and northwestern Indian subcontinent,B,M,AD,Mahmud of Ghazni,NA,https://en.wikipedia.org/wiki/Mahmud_of_Ghazni
 Malle Anna,1967-2006,American,Porn star,B,F,AD,"Malle, AnnaAnna Malle",NA,https://en.wikipedia.org/wiki/Anna_Malle
 Makepeace Mary Lou,,American,Politician,L,F,AD,"Makepeace, Mary LouMary Lou Makepeace",NA,https://en.wikipedia.org/wiki/Mary_Lou_Makepeace
 Makos Christopher,1948,American,"Photographer, artist",G,M,AD,"Makos, ChristopherChristopher Makos",NA,https://en.wikipedia.org/wiki/Christopher_Makos
 Malherbe Suzanne,1892-1972,French,"Illustrator, designer",L,F,AD,"Malherbe, SuzanneSuzanne Malherbe",NA,https://en.wikipedia.org/wiki/Suzanne_Malherbe
 Malia Liz,1949,American,Politician,L,F,AD,"Malia, LizLiz Malia",NA,https://en.wikipedia.org/wiki/Liz_Malia
 Malin Gene,1908-1933,American,"Actor, drag performer",G,M,AD,"Malin, GeneGene Malin",NA,https://en.wikipedia.org/wiki/Gene_Malin
 Mallard Shayne,1964,Australian,Politician,G,M,AD,"Mallard, ShayneShayne Mallard",NA,https://en.wikipedia.org/wiki/Shayne_Mallard
 Maltais Agnes,1956,Canadian,Politician,L,F,AD,"Maltais, AgnèsAgnès Maltais",NA,https://en.wikipedia.org/wiki/Agnes_Maltais
 Mancini Don,1963,American,"Film director, screenwriter, producer",G,M,AD,"Mancini, DonDon Mancini",NA,https://en.wikipedia.org/wiki/Don_Mancini
 Mandelson Peter,1953,English,Politician,G,M,AD,"Mandelson, PeterPeter Mandelson",NA,https://en.wikipedia.org/wiki/Peter_Mandelson
 Maney Mabel,1958,American,Writer,L,F,AD,"Maney, MabelMabel Maney",NA,https://en.wikipedia.org/wiki/Mabel_Maney
 Manji Irshad,1968,Canadian,Feminist Muslim author,L,F,AD,"Manji, IrshadIrshad Manji",NA,https://en.wikipedia.org/wiki/Irshad_Manji
 Mann Erika,1905-1969,German,"Writer, actor, war correspondent",L,F,AD,"Mann, ErikaErika Mann",NA,https://en.wikipedia.org/wiki/Erika_Mann
 Mann Klaus,1906-1949,German,Writer,G,M,AD,"Mann, KlausKlaus Mann",NA,https://en.wikipedia.org/wiki/Klaus_Mann
 Manouse Ernie,1969,American,"TV Anchor, Producer",G,M,AD,"Manouse, ErnieErnie Manouse",NA,https://en.wikipedia.org/wiki/Ernie_Manouse
 Mantilla Evelyn,1963,American,Politician,B,F,AD,"Mantilla, EvelynEvelyn Mantilla",NA,https://en.wikipedia.org/wiki/Evelyn_Mantilla
 Manuel Jay,1972,Canadian,"Make-up artist, fashion photographer",G,M,AD,"Manuel, JayJay Manuel",NA,https://en.wikipedia.org/wiki/Jay_Manuel
 Mapa Alec,1965,American,Actor,G,M,AD,"Mapa, AlecAlec Mapa",NA,https://en.wikipedia.org/wiki/Alec_Mapa
 Mapplethorpe Robert,1946-1989,American,"Photographer, artist",G,M,AD,"Mapplethorpe, RobertRobert Mapplethorpe",NA,https://en.wikipedia.org/wiki/Robert_Mapplethorpe
 Margason Roger,-2015,American,Mystery writer,G,M,AD,"Margason, RogerRoger Margason",NA,https://en.wikipedia.org/wiki/Roger_Margason
 Margolyes Miriam,1941,English,Actor,L,F,AD,"Margolyes, MiriamMiriam Margolyes",NA,https://en.wikipedia.org/wiki/Miriam_Margolyes
 Mara Pedro Mar �n,1961,Spanish,Pop musician,G,M,AD,"Marín, PedroPedro Marín",NA,0
 Markstrom Elisebeht,1955,Swedish,Politician,L,F,AD,"Markström, ElisebehtElisebeht Markström",NA,https://en.wikipedia.org/wiki/Elisebeht_Markstrom
 Marquis Del,1977,American,Musician,G,M,AD,"Marquis, DelDel Marquis",NA,https://en.wikipedia.org/wiki/Del_Marquis
 Marsden Gordon,1953,English,Politician,G,M,AD,"Marsden, GordonGordon Marsden",NA,https://en.wikipedia.org/wiki/Gordon_Marsden
 Marshall Brian,1965,Canadian,Athlete,G,M,AD,"Marshall, BrianBrian Marshall",NA,https://en.wikipedia.org/wiki/Brian_Marshall
 Marshall Rob,1960,American,Film and theater director,G,M,AD,"Marshall, RobRob Marshall",NA,https://en.wikipedia.org/wiki/Rob_Marshall
 Marshall Willy,,American,Politician,G,M,AD,"Marshall, WillyWilly Marshall",NA,https://en.wikipedia.org/wiki/Willy_Marshall
 Martin Andrew,1964,American,Politician,G,M,AD,"Martin, AndrewAndrew Martin",NA,https://en.wikipedia.org/wiki/Andrew_Martin
 Martin James,1965,American,Politician,G,M,AD,"Martin, JamesJames Martin",NA,https://en.wikipedia.org/wiki/Martin_James
 Martin Ricky,1971,Puerto Rican,"Singer, actor",G,M,AD,"Martin, RickyRicky Martin",NA,https://en.wikipedia.org/wiki/Ricky_Martin
 Martin Smith Nigel,,British,Entertainment manager,G,M,AD,"Martin-Smith, NigelNigel Martin-Smith",NA,https://en.wikipedia.org/wiki/Nigel_Martin_Smith
 Martinez Ursula,1966,British,Performance artist,L,F,AD,"Martinez, UrsulaUrsula Martinez",NA,https://en.wikipedia.org/wiki/Ursula_Martinez
 Marx Jeff,1970,American,"Lyricist, composer",G,M,AD,"Marx, JeffJeff Marx",NA,https://en.wikipedia.org/wiki/Jeff_Marx
 Mason Angela,1944,English,LGBT rights activist,L,F,AD,"Mason, AngelaAngela Mason",NA,https://en.wikipedia.org/wiki/Angela_Mason
 Masse Manon,1963,Canadian,Politician,L,F,AD,"Massé, ManonManon Massé",NA,https://en.wikipedia.org/wiki/Manon_Masse
 Massow Ivan,1967,British,"Entrepreneur, politician",G,M,AD,"Massow, IvanIvan Massow",NA,https://en.wikipedia.org/wiki/Ivan_Massow
 Masters Billy,1969,American,Gossip columnist,G,M,AD,"Masters, BillyBilly Masters",NA,https://en.wikipedia.org/wiki/Billy_Masters
 Matarazzo Heather,1982,American,Actor,L,F,AD,"Matarazzo, HeatherHeather Matarazzo",NA,https://en.wikipedia.org/wiki/Heather_Matarazzo
 Mathews Dan,1964,American,Animal rights activist,G,M,AD,"Mathews, DanDan Mathews",NA,https://en.wikipedia.org/wiki/Dan_Mathews
 Mathews Kerwin,1926-2007,American,Actor,G,M,AD,"Mathews, KerwinKerwin Mathews",NA,https://en.wikipedia.org/wiki/Kerwin_Mathews
 Mathews Ross,1979,American,Television personality,G,M,AD,"Mathews, RossRoss Mathews",NA,https://en.wikipedia.org/wiki/Ross_Mathews
 Mathews Travis,1975,American,"Film director, screenwriter",G,M,AD,"Mathews, TravisTravis Mathews",NA,https://en.wikipedia.org/wiki/Travis_Mathews
 Mathis Johnny,1935,American,Pop musician,G,M,AD,"Mathis, JohnnyJohnny Mathis",NA,https://en.wikipedia.org/wiki/Johnny_Mathis
 Matson Gary,1949-1999,American,Murder victim,G,M,AD,"Matson, GaryGary Matson",NA,https://en.wikipedia.org/wiki/Gary_Matson
 Mattison Andrew,1948-2005,American,"Writer, psychologist, researcher",G,M,AD,"Mattison, AndrewAndrew Mattison",NA,https://en.wikipedia.org/wiki/Andrew_Mattison
 Mau Alison,1965,New Zealand,Television journalist and presenter,L,F,AD,"Mau, AlisonAlison Mau",NA,https://en.wikipedia.org/wiki/Alison_Mau
 Mauch Corine,1960,Swiss,Politician,L,F,AD,"Mauch, CorineCorine Mauch",NA,https://en.wikipedia.org/wiki/Corine_Mauch
 Maugham W Somerset,1874-1965,British,Writer,G,M,AD,"Maugham, W. SomersetW. Somerset Maugham",NA,https://en.wikipedia.org/wiki/W_Somerset_Maugham
 Maupin Armistead,1944,American,Writer,G,M,AD,"Maupin, ArmisteadArmistead Maupin",NA,https://en.wikipedia.org/wiki/Armistead_Maupin
 Mauresmo Amelie,1979,French,Tennis player,L,F,AD,"Mauresmo, AmélieAmélie Mauresmo",NA,https://en.wikipedia.org/wiki/Amelie_Mauresmo
 Maxey Glen,1952,American,Politician,G,M,AD,"Maxey, GlenGlen Maxey",NA,https://en.wikipedia.org/wiki/Glen_Maxey
 Maxwell Elsa,1883-1963,American,Gossip columnist,L,F,AD,"Maxwell, ElsaElsa Maxwell",NA,https://en.wikipedia.org/wiki/Elsa_Maxwell
 May Steve,1972,American,Politician,G,M,AD,"May, SteveSteve May",NA,https://en.wikipedia.org/wiki/Steve_May
 Maybury John,1958,English,Film director,G,M,AD,"Maybury, JohnJohn Maybury",NA,https://en.wikipedia.org/wiki/John_Maybury
 Maynard Andrew M,1962,American,Politician,G,M,AD,"Maynard, Andrew M.Andrew M. Maynard",NA,0
 Mayor Chandra,1973,Canadian,Writer,L,F,AD,"Mayor, ChandraChandra Mayor",NA,https://en.wikipedia.org/wiki/Chandra_Mayor
 Mayr Suzette,,Canadian,Writer,L,F,AD,"Mayr, SuzetteSuzette Mayr",NA,https://en.wikipedia.org/wiki/Suzette_Mayr
 Mc Affrey Al,1948,American,Politician,G,M,AD,"McAffrey, AlAl McAffrey",NA,0
 Mc Bean Angus,1904-1990,British,Photographer,G,M,AD,"McBean, AngusAngus McBean",NA,0
 Mc Bean Marnie,1968,Canadian,Rower,L,F,AD,"McBean, MarnieMarnie McBean",NA,0
 Mc Cafferty Nell,1944,Irish,"Journalist, playwright",L,F,AD,"McCafferty, NellNell McCafferty",NA,0
 Mc Call Robert,1958-1991,Canadian,Figure skater,G,M,AD,"McCall, RobertRobert McCall",NA,0
 Mc Cann Richard,1949,American,Writer,G,M,AD,"McCann, RichardRichard McCann",NA,0
 Mc Cauley Stephen,1955,American,Writer,G,M,AD,"McCauley, StephenStephen McCauley",NA,0
 Mc Clatchy J D,1945,American,Writer,G,M,AD,"McClatchy, J.D.J.D. McClatchy",NA,0
 Mc Cosker Thomas,1950,Australian,"Textile worker, jailed in Fiji for sodomy",G,M,AD,"McCosker, ThomasThomas McCosker",NA,0
 Mc Coy Matt,1966,American,Politician,G,M,AD,"McCoy, MattMatt McCoy",NA,0
 Mc Coy Scott,1970,American,Politician,G,M,AD,"McCoy, ScottScott McCoy",NA,0
 Mc Craney Tarell Alvin,1980,American,"Playwright, actor",G,M,AD,"McCraney, Tarell AlvinTarell Alvin McCraney",NA,0
 Mc Cree Logan,1977,German,Pornographic Actor,B,F,AD,"McCree, LoganLogan McCree",NA,0
 Mc Crossin Julie,1954,Australian,"Journalist, comedian",L,F,AD,"McCrossin, JulieJulie McCrossin",NA,0
 Mc Daid Kevin,1984,British,Pop musician,G,M,AD,"McDaid, KevinKevin McDaid",NA,0
 Mc Dermid Val,1955,Scottish,Writer,L,F,AD,"McDermid, ValVal McDermid",NA,0
 Mc Dermott Joe,1967,American,Politician,G,M,AD,"McDermott, JoeJoe McDermott",NA,0
 Mc Dermott Keith,1953,American,Writer,G,M,AD,"McDermott, KeithKeith McDermott",NA,0
 Mc Donald Andrew J,1966,American,Politician,G,M,AD,"McDonald, Andrew J.Andrew J. McDonald",NA,0
 Mc Donald Jon Marc,1976,American,"Writer, political activist",G,M,AD,"McDonald, Jon-MarcJon-Marc McDonald",NA,0
 Mc Elderry Joe,1991,English,"Singer, First Ever Gay X Factor UK Winner",G,M,AD,"McElderry, JoeJoe McElderry",NA,0
 Mc Gahen Brian,1952-1990,Australian,LGBT activist,G,M,AD,"McGahen, BrianBrian McGahen",NA,0
 Mc Gehee Peter,1955-1991,Canadian,Writer,G,M,AD,"McGehee, PeterPeter McGehee",NA,0
 Mc Gehee Scott,1962,American,"Film director, screenwriter",G,M,AD,"McGehee, ScottScott McGehee",NA,0
 Mc Gillis Kelly,1957,USA,Actor,L,F,AD,"McGillis, KellyKelly McGillis",NA,0
 Mc Ginn Jenn,,Canadian,politician,L,F,AD,"McGinn, JennJenn McGinn",NA,0
 Mc Gonnigal Jamie,1975,American,"Actor, producer",G,M,AD,"McGonnigal, JamieJamie McGonnigal",NA,0
 Mc Greevey Jim,1957,American,Governor of New Jersey,G,M,AD,"McGreevey, JimJim McGreevey",NA,0
 Mc Guinn Patrick,1966,American,Director,G,M,AD,"McGuinn, PatrickPatrick McGuinn",NA,0
 Mc Intosh Maggie,1947,American,"Politician, first openly gay person in the Maryland General Assembly",L,F,AD,"McIntosh, MaggieMaggie McIntosh",NA,0
 Mc Kay Claude,1889-1948,Jamaican,Writer,B,F,AD,"McKay, ClaudeClaude McKay",NA,0
 Mc Kay Molly,1970,American,"Attorney, LGBT rights activist",L,F,AD,"McKay, MollyMolly McKay",NA,0
 Mc Kellen Ian,1939,British,"Actor, LGBT rights activist",G,M,AD,"McKellen, IanIan McKellen",NA,0
 Mc Kenney Todd,1965,Australian,Actor,G,M,AD,"McKenney, ToddTodd McKenney",NA,0
 Mc Keon Larry,1944-2008,American,Politician,G,M,AD,"McKeon, LarryLarry McKeon",NA,0
 Mc Keown Erin,1977,American,Pop musician,L,F,AD,"McKeown, ErinErin McKeown",NA,0
 Mc Kinnon Kate,1983,American,Comedian,L,F,AD,"McKinnon, KateKate McKinnon",NA,0
 Mc Kusick Marshall Kirk,1954,American,Computer scientist,G,M,AD,"McKusick, Marshall KirkMarshall Kirk McKusick",NA,0
 Mc Lean Andrew,,American,Politician,G,M,AD,"McLean, AndrewAndrew McLean",NA,0
 Mc Lean Colin,1978,Australian,"Drag queen, fashion designer",G,M,AD,"McLean, ColinColin McLean",NA,0
 Mc Laren Norman,1914-1987,Canadian,"Animator, film director",G,M,AD,"McLaren, NormanNorman McLaren",NA,0
 Mc Leod Samantha,1985,Canadian,Actor,L,F,AD,"McLeod, SamanthaSamantha McLeod",NA,0
 Mc Nab Claire,1940,Australian,Writer,L,F,AD,"McNab, ClaireClaire McNab",NA,0
 Mc Nally Terrence,1939,American,Playwright,G,M,AD,"McNally, TerrenceTerrence McNally",NA,0
 Mc Neill John J,1925-2015,American,Priest and author,G,M,AD,"McNeill, John J.John J. McNeill",NA,0
 Mc Nichol Kristy,1962,American,Actor,L,F,AD,"McNichol, KristyKristy McNichol",NA,0
 Mc Phee Colin,1900-1964,Canadian,"20th century classical composer, ethnomusicologist",G,M,AD,"McPhee, ColinColin McPhee",NA,0
 Mc Queen Alexander,1969-2010,British,Fashion designer,G,M,AD,"McQueen, AlexanderAlexander McQueen",NA,https://en.wikipedia.org/wiki/Alexander_Mc_Queen
 Mc Rae Carmen,1920-1994,American,Jazz musician,L,F,AD,"McRae, CarmenCarmen McRae",NA,0
 Mc Reynolds David,1929,American,"Politician, activist",G,M,AD,"McReynolds, DavidDavid McReynolds",NA,0
 Mc Williams Peter,1940-2000,American,"Writer, activist",G,M,AD,"McWilliams, PeterPeter McWilliams",NA,0
 Mc Vicar David,1967,Scottish,Opera director,G,M,AD,"McVicar, DavidDavid McVicar",NA,0
 Meaker Marijane,1927,American,Writer,L,F,AD,"Meaker, MarijaneMarijane Meaker",NA,https://en.wikipedia.org/wiki/Marijane_Meaker
 Medalen Linda,1965,Norwegian,Football player,L,F,AD,"Medalen, LindaLinda Medalen",NA,https://en.wikipedia.org/wiki/Linda_Medalen
 Medici Gian Gastone,1671-1737,Tuscan,Last Medici Grand Duke,G,M,AD,"Medici, Gian GastoneGian Gastone Medici",NA,0
 Medina Benny,1958,American,"Talent agent, producer",G,M,AD,"Medina, BennyBenny Medina",NA,https://en.wikipedia.org/wiki/Benny_Medina
 Medley Robert,1905-1994,English,Artist,G,M,AD,"Medley, RobertRobert Medley",NA,https://en.wikipedia.org/wiki/Robert_Medley
 Medlock Mark,1978,German,Singer,G,M,AD,"Medlock, MarkMark Medlock",NA,https://en.wikipedia.org/wiki/Mark_Medlock
 Medrano Benjamin,,Mexican,Politician; first openly gay mayor ever elected in Mexico.,G,M,AD,"Medrano, BenjaminBenjamin Medrano",NA,https://en.wikipedia.org/wiki/Benjamin_Medrano
 Meece Lauren,1983,American,Olympic judoka,L,F,AD,"Meece, LaurenLauren Meece",NA,https://en.wikipedia.org/wiki/Lauren_Meece
 Meek Joe,1929-1967,British,Record producer,G,M,AD,"Meek, JoeJoe Meek",NA,https://en.wikipedia.org/wiki/Joe_Meek
 Mehlman Ken,1966,American,"Businessman, Campaign Mgr for George W. Bush",G,M,AD,"Mehlman, KenKen Mehlman",NA,https://en.wikipedia.org/wiki/Ken_Mehlman
 Mehretu Julie,1970,American,Artist,L,F,AD,"Mehretu, JulieJulie Mehretu",NA,https://en.wikipedia.org/wiki/Julie_Mehretu
 Meigs Mary,1917-2002,American,"Painter, writer",L,F,AD,"Meigs, MaryMary Meigs",NA,https://en.wikipedia.org/wiki/Mary_Meigs
 Meldrum Ian,1946,Australian,"Popular music critic, journalist, musical entrepreneur",G,M,AD,"Meldrum, IanIan Meldrum",NA,https://en.wikipedia.org/wiki/Ian_Meldrum
 Mell Deb,1968,American,Politician,L,F,AD,"Mell, DebDeb Mell",NA,https://en.wikipedia.org/wiki/Deb_Mell
 Melvoin Wendy,1964,American,"Musician, TV and film composer",L,F,AD,"Melvoin, WendyWendy Melvoin",NA,https://en.wikipedia.org/wiki/Wendy_Melvoin
 Menard Real,1962,Canadian,Member of Parliament,G,M,AD,"Ménard, RéalRéal Ménard",NA,https://en.wikipedia.org/wiki/Real_Menard
 Mendelson Charlotte,1972,English,Writer,L,F,AD,"Mendelson, CharlotteCharlotte Mendelson",NA,https://en.wikipedia.org/wiki/Charlotte_Mendelson
 Mendez Rosie,1963,Puerto Rican,Politician,L,F,AD,"Mendez, RosieRosie Mendez",NA,https://en.wikipedia.org/wiki/Rosie_Mendez
 Mendes Rosa,1979,Canadian,Pro Wrestler,B,F,AD,"Mendes, RosaRosa Mendes",NA,https://en.wikipedia.org/wiki/Rosa_Mendes
 Menotti Gian Carlo,1911-2007,American,20th century classical composer,G,M,AD,"Menotti, Gian CarloGian Carlo Menotti",NA,https://en.wikipedia.org/wiki/Gian_Carlo_Menotti
 Merasty Billy,1960,First Nations-Canadian,"Actor, writer",G,M,AD,"Merasty, BillyBilly Merasty",NA,https://en.wikipedia.org/wiki/Billy_Merasty
 Merced Jorge,1965,Puerto Rican,Theatre actor and director,G,M,AD,"Merced, JorgeJorge Merced",NA,https://en.wikipedia.org/wiki/Jorge_Merced
 Mercer Rick,1969,Canadian,"Television personality, political satirist",G,M,AD,"Mercer, RickRick Mercer",NA,https://en.wikipedia.org/wiki/Rick_Mercer
 Merchant Ismail,1936-2005,Indian-born British,Film producer,G,M,AD,"Merchant, IsmailIsmail Merchant",NA,https://en.wikipedia.org/wiki/Ismail_Merchant
 Mercury Freddie,1946-1991,British,Rock musician,B,M,AD,"Mercury, FreddieFreddie Mercury",NA,https://en.wikipedia.org/wiki/Freddie_Mercury
 Meredith Jr William Morris,1919-2007,American,Poet,G,M,AD,"Meredith, Jr., William MorrisWilliam Morris Meredith, Jr.",NA,0
 Merrell Billy,1982,American,Writer,G,M,AD,"Merrell, BillyBilly Merrell",NA,https://en.wikipedia.org/wiki/Billy_Merrell
 Merritt Rich,1967,American,"Writer, attorney",G,M,AD,"Merritt, RichRich Merritt",NA,https://en.wikipedia.org/wiki/Rich_Merritt
 Merritt Stephin,1965,American,Songwriter,G,M,AD,"Merritt, StephinStephin Merritt",NA,https://en.wikipedia.org/wiki/Stephin_Merritt
 Mew Charlotte,1869-1928,English,Poet,L,F,AD,"Mew, CharlotteCharlotte Mew",NA,https://en.wikipedia.org/wiki/Charlotte_Mew
 Meza Robert,,American,Politician,G,M,AD,"Meza, RobertRobert Meza",NA,https://en.wikipedia.org/wiki/Robert_Meza
 Michael George,1963,British,Pop musician,G,M,AD,"Michael, GeorgeGeorge Michael",NA,https://en.wikipedia.org/wiki/Michael_George
 Michaels Tammy Lynn,1974,American,Actor,L,F,AD,"Michaels, Tammy LynnTammy Lynn Michaels",NA,https://en.wikipedia.org/wiki/Tammy_Lynn_Michaels
 Michelangelo,1475-1564,Italian,"Sculptor, painter",G,M,AD,Michelangelo,NA,https://en.wikipedia.org/wiki/Michelangelo
 Migden Carole,1948,American,Politician,L,F,AD,"Migden, CaroleCarole Migden",NA,https://en.wikipedia.org/wiki/Carole_Migden
 Mika,1983,British,Singer-songwriter,G,M,AD,"Mika, Mika",NA,https://en.wikipedia.org/wiki/Mika
 Milk Harvey,1930-1978,American,"Politician, LGBT rights activist",G,M,AD,"Milk, HarveyHarvey Milk",NA,https://en.wikipedia.org/wiki/Harvey_Milk
 Millan Lorri,,Canadian,"Performance artists, writers",L,F,AD,"Millan, LorriLorri Millan",NA,https://en.wikipedia.org/wiki/Lorri_Millan
 Millegan Eric,1974,American,Actor,G,M,AD,"Millegan, EricEric Millegan",NA,https://en.wikipedia.org/wiki/Eric_Millegan
 Miller Jacob Joshua,,American,Musicians,G,M,AD,"Miller, Jacob & JoshuaJacob & Joshua Miller",NA,0
 Miller Jennifer,1961,American,"Circus entertainer, educator",L,F,AD,"Miller, JenniferJennifer Miller",NA,https://en.wikipedia.org/wiki/Jennifer_Miller
 Miller Stephanie,1961,American,"Comedian, radio host",L,F,AD,"Miller, StephanieStephanie Miller",NA,https://en.wikipedia.org/wiki/Stephanie_Miller
 Miller Tim,1958,American,Performance artist,G,M,AD,"Miller, TimTim Miller",NA,https://en.wikipedia.org/wiki/Tim_Miller
 Milligan Andy,1929-1991,American,"Writer, film director",G,M,AD,"Milligan, AndyAndy Milligan",NA,https://en.wikipedia.org/wiki/Andy_Milligan
 Mills Scott,1974,English,DJ,G,M,AD,"Mills, ScottScott Mills",NA,https://en.wikipedia.org/wiki/Scott_Mills
 Miln Barnaby,1947,British,"Activist, Church of England General Synod and Justice of the Peace",G,M,AD,"Miln, BarnabyBarnaby Miln",NA,https://en.wikipedia.org/wiki/Barnaby_Miln
 Milton Simon,1961-2011,English,Politician,G,M,AD,"Milton, SimonSimon Milton",NA,https://en.wikipedia.org/wiki/Simon_Milton
 Mineo Sal,1939-1976,American,Actor,B,M,AD,"Mineo, SalSal Mineo",NA,https://en.wikipedia.org/wiki/Sal_Mineo
 Miron Leonard,1969,Romanian,"Romanian television and radio presenter, journalist",G,M,AD,"Miron, LeonardLeonard Miron",NA,https://en.wikipedia.org/wiki/Leonard_Miron
 Mistral Gabriela,1889-1957,Chilean,"Poet, educator, diplomat, feminist, Nobel laureate in literature",L,F,AD,"Mistral, GabrielaGabriela Mistral",NA,https://en.wikipedia.org/wiki/Gabriela_Mistral
 Mitcham Matthew,1988,Australian,Diver,G,M,AD,"Mitcham, MatthewMatthew Mitcham",NA,https://en.wikipedia.org/wiki/Matthew_Mitcham
 Mitchell John Cameron,1963,American,"Director, actor",G,M,AD,"Mitchell, John CameronJohn Cameron Mitchell",NA,https://en.wikipedia.org/wiki/John_Cameron_Mitchell
 Mitropoulos Dimitris,1896-1960,Greek,"Classical conductor, musician and composer",G,M,AD,"Mitropoulos, DimitrisDimitris Mitropoulos",NA,https://en.wikipedia.org/wiki/Dimitris_Mitropoulos
